Beneficio,Compra,Acidez,AcidoCitrico,pH,CloruroSodico,Densidad,Azucar,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
0.0,0.0,-0.38,0.65,5.54,-0.48,0.99727,12.8,0.5275825534169168,12.819999999999999,3.0,8.0,2.6,2.0,1.0
0.0,0.0,0.5,0.73,5.22,0.157,0.92096,5.4,0.91,14.0,3.0,4.0,1.0,2.0,1.45
0.0,0.0,0.14,0.34,5.3,0.145,1.0151,1.6,0.4,10.2,4.0,4.0,1.0,3.0,1.49
0.0,0.0,0.69,-0.74,5.65,0.398,0.99712,2.1,0.67,11.2,2.0,3.0,1.6,1.0,1.96
0.0,0.0,2.04,0.34,5.12,0.035,1.00998,2.6,-0.91,3.2,3.0,7.0,1.2,1.0,3.29
0.0,0.0,0.47,-0.86,5.5,0.174,0.99514,11.1,0.61,11.2,1.0,3.0,1.8,2.0,2.75
0.0,0.0,1.21,1.78,5.61,0.044,0.97641,8.3,1.22,9.5,2.0,1.0,1.8,3.0,4.72
0.0,0.0,1.43,0.49,4.82,0.041,0.9914,11.6,1.69,17.4,0.0,3.0,1.0,3.0,1.16
0.0,0.0,0.44,0.68,5.53,0.114,0.997,8.8,-0.12,18.7,2.0,7.0,1.0,1.0,3.22
0.0,0.0,1.92,-0.02,5.44,-0.363,1.0179,5.0,0.54,12.0,3.0,2.0,1.0,2.0,1.62
0.0,0.0,1.61,-0.56,5.78,0.12,0.96719,6.2,0.34,11.2,1.0,4.0,1.0,3.0,5.42
0.0,0.0,0.6,0.04,5.93,-0.16,1.02302,7.5,1.61,8.4,2.0,3.0,1.4,1.0,3.42
0.0,0.0,0.33,-2.08,6.07,0.04,0.9828,4.6,1.88,11.0,0.0,3.0,1.0,2.0,2.35
0.0,0.0,0.98,-1.05,5.77,999.0,0.99034,6.0,0.5275825534169168,11.4,2.0,1.0,2.2,1.0,2.11
0.0,0.0,0.67,0.55,5.55,999.0,0.9968,4.3,0.03,9.4,3.0,4.0,2.2,3.0,1.93
0.0,0.0,0.3,0.01,4.94,0.085,1.03135,6.7,1.28,15.3,2.0,3.0,1.0,2.0,1.11
0.0,0.0,1.66,0.2,5.33,-0.058,1.01949,8.7,1.48,9.2,2.0,4.0,1.4,1.0,1.85
0.0,0.0,0.55,0.13,4.9,-0.301,0.9959,4.8,1.61,5.1,3.0,3.0,1.0,2.0,2.66
0.0,0.0,0.23,0.3,5.73,-0.262,0.9906,0.6,0.4,11.8,4.0,2.0,1.4,3.0,1.0
0.0,0.0,0.41,0.31,5.47,999.0,0.99824,6.9,1.22,10.1,4.0,3.0,2.2,3.0,4.42
0.0,0.0,1.18,-0.35,5.34,0.039,1.05163,5.2,-2.96,21.5,1.0,3.0,1.0,3.0,1.18
0.0,0.0,0.5,1.83,5.79,0.666,0.996,5.2,0.48,9.5,1.0,3.0,1.4,1.0,1.6
0.0,0.0,-0.35,2.34,5.49,0.672,1.00954,4.2,0.74,12.8,2.0,3.0,1.4,2.0,1.0
0.0,0.0,1.4,2.01,5.24,0.546,0.9975,9.3,1.03,9.8,3.0,5.0,1.4,1.0,2.72
0.0,0.0,0.35,0.41,5.77,0.083,1.04352,7.0,0.5275825534169168,7.4,1.0,6.0,1.8,3.0,2.44
0.0,0.0,1.72,1.21,5.58,0.078,0.99712,2.7,0.5275825534169168,9.8,2.0,3.0,1.0,2.0,2.01
0.0,0.0,0.78,-0.54,5.62,0.181,0.9978,1.8,0.46,9.6,1.0,4.0,1.2,3.0,1.77
0.0,0.0,1.15,0.96,5.09,0.064,0.995,7.9,2.32,8.6,2.0,2.0,1.0,1.0,1.49
0.0,0.0,0.34,0.33,5.68,0.064,0.9952,5.0,-0.47,12.1,2.0,3.0,1.0,3.0,1.86
0.0,0.0,0.66,0.68,5.41,-0.281,0.98202,9.1,1.03,13.4,2.0,7.0,1.4,2.0,2.11
0.0,0.0,0.195,0.46,6.03,0.094,0.99639,11.4,2.07,12.2,1.0,5.0,1.4,1.0,1.13
0.0,0.0,0.94,0.27,5.61,0.1,0.99089,6.9,-2.32,15.7,2.0,2.0,2.4,2.0,1.07
0.0,0.0,-0.26,1.02,5.21,0.046,0.9958,11.7,1.28,15.1,2.0,2.0,1.0,1.0,3.67
0.0,0.0,-0.63,0.28,5.55,0.039,0.9436,5.1,0.5275825534169168,12.3,3.0,2.0,2.4,1.0,3.97
0.0,0.0,0.28,-0.91,5.62,0.067,1.0078,7.9,0.55,13.0,1.0,5.0,1.2,2.0,2.35
0.0,0.0,1.15,0.34,5.9,0.633,0.96858,4.2,3.56,9.6,3.0,3.0,1.0,1.0,1.28
0.0,0.0,0.41,0.55,5.18,-0.425,0.89876,7.1,0.89,9.9,2.0,6.0,1.2,2.0,1.56
0.0,0.0,0.22,2.97,5.68,999.0,1.0286,11.2,0.47,11.4,1.0,2.0,1.0,1.0,1.29
0.0,0.0,1.51,0.63,5.34,0.072,0.9968,9.1,0.78,9.3,2.0,6.0,1.0,2.0,1.0
0.0,0.0,0.36,0.34,5.14,0.34,0.9933,9.9,0.5275825534169168,19.6,3.0,3.0,2.0,1.0,2.86
0.0,0.0,1.95,1.88,5.48,-0.028,0.97565,11.3,0.44,13.38,1.0,2.0,1.0,3.0,1.6
0.0,0.0,0.29,0.82,5.53,0.419,0.99603,7.1,0.6,10.5,2.0,4.0,1.2,2.0,1.06
0.0,0.0,-0.85,-0.7,5.53,0.085,0.98878,6.2,1.42,6.5,1.0,1.0,1.2,3.0,3.35
0.0,0.0,-0.48,-0.91,4.97,0.286,1.00548,5.6,0.59,12.1,3.0,5.0,1.6,1.0,1.2
0.0,0.0,0.47,0.49,5.29,0.085,0.99515,8.5,0.6,16.7,1.0,5.0,1.0,1.0,1.87
0.0,0.0,0.37,0.26,5.7,-0.428,0.99787,5.9,-0.85,6.6,2.0,3.0,1.0,3.0,6.03
0.0,0.0,0.31,3.4,5.48,0.021,1.02707,5.6,-0.32,11.5,2.0,4.0,1.0,1.0,1.05
0.0,0.0,0.22,1.22,5.62,0.26,1.03038,6.7,2.1,11.0,1.0,1.0,1.8,2.0,3.01
0.0,0.0,1.27,-0.59,5.36,0.076,1.00266,6.3,1.72,6.9,1.0,3.0,1.2,1.0,5.32
0.0,0.0,-0.28,0.89,5.86,0.256,0.96691,3.1,0.76,11.36,3.0,8.0,1.0,3.0,2.05
0.0,0.0,-0.83,1.27,5.12,0.272,0.9916,7.4,1.69,9.2,2.0,2.0,1.4,1.0,1.03
0.0,0.0,0.34,0.4,5.37,0.046,0.94404,9.6,0.23,10.4,1.0,2.0,1.4,1.0,3.92
0.0,0.0,0.22,0.31,5.69,0.864,0.99704,4.5,1.73,10.6,2.0,2.0,1.6,3.0,3.1
0.0,0.0,1.58,0.48,5.41,0.23,0.99675,3.6,-1.1,14.4,3.0,7.0,1.0,3.0,4.6
0.0,0.0,0.58,0.13,5.4,-0.189,0.9984,10.8,0.5275825534169168,11.3,2.0,4.0,1.0,3.0,3.6
0.0,0.0,1.49,0.25,5.28,999.0,0.9976,2.4,0.5275825534169168,9.2,3.0,3.0,2.2,1.0,1.0
0.0,0.0,0.25,1.04,5.24,1.012,0.9904,4.5,0.5,6.1,2.0,1.0,1.2,1.0,1.37
0.0,0.0,0.5,2.1,5.68,-0.416,1.0002,9.2,0.44,9.5,3.0,8.0,2.0,1.0,1.73
0.0,0.0,-0.36,0.61,6.0,0.428,0.95134,5.9,0.6,10.4,3.0,3.0,2.0,2.0,4.08
0.0,0.0,0.34,0.0,4.95,0.372,0.9916,1.6,1.64,14.0,1.0,1.0,1.6,3.0,1.63
0.0,0.0,0.17,0.28,4.85,0.05,1.04375,7.1,-0.92,14.3,2.0,3.0,1.6,1.0,1.89
0.0,0.0,-0.5,0.58,5.41,0.287,1.00143,5.9,2.02,7.5,3.0,3.0,2.0,2.0,5.76
0.0,0.0,0.81,-0.14,5.12,0.07,0.99562,5.6,-0.06,10.8,2.0,3.0,1.0,3.0,1.76
0.0,0.0,0.97,0.0,5.14,0.08,0.97108,7.6,1.14,8.5,1.0,4.0,1.2,1.0,3.36
0.0,0.0,0.42,0.27,5.67,-0.252,0.97267,4.0,0.52,9.2,1.0,4.0,1.8,1.0,1.91
0.0,0.0,-0.53,0.45,5.59,0.028,0.9922,10.6,1.25,17.3,1.0,1.0,1.4,1.0,3.18
0.0,0.0,-0.035,0.07,5.64,-0.042,0.99864,8.5,0.35,10.3,1.0,3.0,1.4,1.0,5.35
0.0,0.0,0.14,-0.34,6.03,0.041,1.00944,8.9,0.27,9.2,1.0,3.0,1.4,3.0,1.07
0.0,0.0,1.525,-1.32,5.39,0.475,0.9943,11.1,0.5275825534169168,11.8,3.0,1.0,1.0,3.0,6.92
0.0,0.0,0.22,-0.56,5.09,0.041,1.00359,9.5,2.26,10.5,3.0,2.0,2.0,2.0,1.22
0.0,0.0,0.59,0.02,5.25,999.0,1.00765,11.3,0.5275825534169168,12.0,2.0,3.0,3.2,2.0,6.14
0.0,0.0,0.28,1.92,4.94,0.093,1.00989,4.9,-0.93,10.319999999999999,0.0,4.0,1.4,1.0,1.43
0.0,0.0,0.27,0.49,5.19,0.082,1.01533,11.3,0.52,12.5,2.0,6.0,2.0,1.0,2.79
0.0,0.0,0.21,0.37,5.39,0.04,0.99862,8.8,0.28,9.1,2.0,1.0,2.2,1.0,6.67
0.0,0.0,0.24,0.49,5.81,0.45,0.9977,7.4,2.51,11.0,3.0,6.0,2.0,1.0,1.0
0.0,0.0,-1.87,0.21,5.28,0.088,1.00511,5.4,-0.94,22.4,1.0,5.0,1.0,3.0,2.71
0.0,0.0,3.565,1.69,5.3,0.094,1.02505,3.4,0.5275825534169168,17.2,2.0,3.0,1.8,3.0,1.0
0.0,0.0,0.91,0.44,5.69,-0.397,0.98335,6.2,0.61,10.7,2.0,4.0,1.2,2.0,2.77
0.0,0.0,0.58,1.16,5.61,0.299,0.9902,6.9,-0.67,7.5,1.0,2.0,1.0,2.0,1.38
0.0,0.0,3.06,0.02,5.23,-0.444,0.9196,7.7,0.66,12.6,2.0,2.0,2.0,2.0,5.97
0.0,0.0,1.81,0.62,5.63,-0.306,1.0002,2.2,1.9,9.7,2.0,4.0,1.6,1.0,4.5
0.0,0.0,0.11,-0.71,6.09,-0.28,0.94913,6.3,0.62,10.2,2.0,3.0,1.6,3.0,1.98
0.0,0.0,1.6,0.47,5.26,0.273,0.9963,3.1,0.59,9.4,2.0,3.0,1.0,2.0,3.72
0.0,0.0,0.4,0.57,5.45,-0.042,0.96945,2.9,0.57,12.5,2.0,5.0,1.0,3.0,3.29
0.0,0.0,1.12,0.49,5.09,0.253,1.00542,7.0,0.53,9.7,2.0,2.0,1.6,2.0,1.0
0.0,0.0,0.33,0.49,5.25,0.271,0.9953,5.3,0.47,9.3,2.0,2.0,1.2,1.0,1.0
0.0,0.0,0.23,0.71,5.49,0.077,1.04174,6.7,0.96,12.1,2.0,4.0,1.4,1.0,4.3
0.0,0.0,-0.23,-0.15,5.17,0.092,0.99302,8.6,3.76,15.8,2.0,4.0,1.0,2.0,2.47
0.0,0.0,-0.26,0.17,5.75,-0.008,0.9972,8.0,0.61,9.2,2.0,4.0,1.0,3.0,1.41
0.0,0.0,0.4,0.49,5.61,0.052,0.9924,3.6,1.25,9.8,3.0,2.0,1.0,1.0,4.6
0.0,0.0,2.65,0.29,5.23,0.038,0.99479,3.6,1.16,7.1,2.0,2.0,1.2,2.0,6.2
0.0,0.0,1.45,0.24,5.32,-0.331,0.99726,5.2,1.25,10.0,3.0,3.0,1.4,1.0,4.91
0.0,0.0,1.645,1.53,5.27,0.086,0.9946,4.6,1.36,5.9,3.0,4.0,1.0,2.0,1.12
0.0,0.0,1.28,0.58,5.13,0.563,0.99002,4.9,0.45,15.5,2.0,4.0,1.4,3.0,1.81
0.0,0.0,0.64,0.77,4.97,0.613,1.0328,9.8,1.63,10.3,1.0,2.0,1.6,1.0,2.74
0.0,0.0,0.38,0.38,5.0,-0.083,0.99914,7.7,0.65,7.9,1.0,6.0,1.0,2.0,2.22
0.0,0.0,1.48,-0.89,5.73,-0.872,0.9997,1.9,0.76,9.5,1.0,8.0,1.0,3.0,1.43
0.0,0.0,-0.28,0.24,5.19,-0.347,0.94749,6.5,0.6,13.7,1.0,2.0,2.0,1.0,3.44
0.0,0.0,-0.8,-0.14,4.95,0.08,0.95648,5.7,1.68,11.0,2.0,5.0,1.4,2.0,2.24
0.0,0.0,1.64,1.83,5.44,0.634,0.97116,7.3,-0.05,8.3,0.0,5.0,1.2,1.0,2.36
0.0,0.0,0.28,2.02,5.54,0.058,0.8971,3.5,0.58,11.4,3.0,5.0,1.6,1.0,1.53
0.0,0.0,0.33,-0.76,5.44,0.004,0.99528,6.1,2.41,8.4,3.0,4.0,1.6,2.0,1.6
0.0,0.0,-1.17,1.63,4.81,0.033,0.94426,7.4,0.04,11.9,2.0,2.0,1.0,2.0,6.35
0.0,0.0,-0.24,-0.19,5.73,0.077,0.96315,4.2,0.79,4.4,1.0,3.0,1.6,2.0,2.93
0.0,0.0,1.075,0.43,5.48,0.114,0.997,3.2,2.07,10.040000000000001,2.0,4.0,1.6,3.0,2.94
0.0,0.0,0.3,0.28,5.06,0.042,0.95523,11.2,0.65,11.4,2.0,3.0,1.0,2.0,2.01
0.0,0.0,0.03,1.15,5.09,-0.421,1.00356,6.2,-0.21,7.5,2.0,3.0,1.0,3.0,2.07
0.0,0.0,0.84,1.93,6.04,-0.201,0.9971,8.0,0.58,9.3,1.0,3.0,2.0,3.0,2.84
0.0,0.0,0.28,-1.51,5.3,-0.356,1.03522,9.2,-0.45,9.6,3.0,4.0,1.0,3.0,1.28
0.0,0.0,-0.9,-1.08,5.14,-0.454,0.9932,10.5,0.5275825534169168,17.0,2.0,0.0,2.2,2.0,3.83
0.0,0.0,-0.34,-2.43,5.02,0.227,0.9982,7.9,0.65,12.379999999999999,3.0,3.0,2.2,3.0,1.78
0.0,0.0,-1.06,0.23,5.48,0.045,0.99731,6.4,0.99,10.5,3.0,3.0,1.2,3.0,1.4
0.0,0.0,-0.6,1.32,5.29,0.097,1.03043,8.9,0.38,9.1,1.0,2.0,1.4,2.0,1.99
0.0,0.0,-0.86,0.25,5.63,0.045,1.04206,7.8,0.43,15.0,2.0,2.0,1.0,2.0,1.04
0.0,0.0,0.33,0.86,5.34,0.067,1.00133,0.2,-1.01,12.8,1.0,4.0,1.4,2.0,1.91
0.0,0.0,-0.55,0.49,5.36,0.03,0.9902,4.9,0.49,5.9,2.0,2.0,1.4,1.0,1.0
0.0,0.0,-0.39,-0.46,4.93,0.432,1.01486,6.0,1.24,9.4,3.0,4.0,1.4,3.0,1.84
0.0,0.0,0.26,0.3,5.25,0.059,0.95578,2.6,1.38,10.8,2.0,3.0,1.2,1.0,1.0
0.0,0.0,0.32,0.62,4.89,0.038,0.91363,2.1,-1.13,4.8,4.0,3.0,1.8,1.0,5.35
0.0,0.0,-2.17,0.77,5.16,0.242,0.99615,6.6,0.58,16.1,2.0,3.0,2.2,2.0,1.05
0.0,0.0,0.24,0.62,5.03,0.464,0.95421,10.0,0.16,11.0,2.0,3.0,1.0,2.0,3.96
0.0,0.0,-0.4,1.58,5.47,0.074,0.95325,9.6,0.85,12.0,3.0,7.0,2.2,1.0,4.82
0.0,0.0,-1.03,0.15,5.66,-0.381,0.99786,8.4,0.58,8.8,2.0,3.0,1.0,2.0,2.81
0.0,0.0,2.18,2.22,5.69,0.043,1.02035,7.8,-0.01,14.8,0.0,2.0,1.0,3.0,1.13
0.0,0.0,0.28,-0.71,5.5,0.163,0.94515,1.7,0.25,10.5,2.0,5.0,1.0,1.0,1.47
0.0,0.0,0.55,-0.67,5.6,0.106,0.9959,4.8,0.63,9.2,1.0,3.0,1.6,3.0,3.56
0.0,0.0,0.2,0.74,5.38,999.0,0.9939,8.3,3.43,9.2,3.0,3.0,2.0,3.0,3.54
0.0,0.0,0.31,0.23,5.43,0.052,0.95287,4.5,0.48,8.4,2.0,2.0,1.0,3.0,4.24
0.0,0.0,-0.09,-0.49,5.55,0.084,1.00213,8.8,0.54,14.7,2.0,5.0,1.0,3.0,1.29
0.0,0.0,0.73,-1.11,4.96,0.669,0.9942,8.6,0.41,9.1,2.0,2.0,1.6,1.0,2.43
0.0,0.0,0.27,1.42,5.05,0.289,0.90479,6.8,0.4,9.5,2.0,3.0,1.0,1.0,1.0
0.0,0.0,-0.27,0.53,5.81,0.053,1.01011,10.2,0.5275825534169168,10.6,3.0,3.0,1.6,3.0,1.93
0.0,0.0,-0.96,1.21,5.14,0.614,0.99224,2.8,1.44,17.8,3.0,2.0,2.0,2.0,2.76
0.0,0.0,-0.15,-1.52,5.34,0.542,1.02928,2.7,0.53,15.7,4.0,5.0,2.0,3.0,4.06
0.0,0.0,1.33,2.83,5.43,0.081,0.99745,4.1,0.03,7.9,2.0,3.0,1.2,2.0,1.15
0.0,0.0,0.42,0.26,5.73,0.088,1.08975,4.7,0.55,9.2,0.0,3.0,1.4,3.0,3.01
0.0,0.0,-1.03,0.29,5.41,0.573,1.03113,10.5,0.64,11.0,2.0,3.0,1.8,2.0,2.09
0.0,0.0,-0.99,0.33,5.24,0.041,0.99048,7.8,0.5,11.4,3.0,3.0,2.4,2.0,2.86
0.0,0.0,0.39,1.11,5.2,0.082,1.04783,5.6,0.55,11.0,3.0,3.0,1.2,3.0,1.07
0.0,0.0,1.07,-0.77,5.5,0.047,0.995,6.5,2.24,6.6,2.0,1.0,2.2,2.0,2.44
0.0,0.0,0.37,-1.97,5.81,-0.201,0.94038,5.4,1.98,11.6,0.0,2.0,1.4,1.0,4.31
0.0,0.0,0.49,0.2,5.07,-0.429,0.9968,6.7,2.41,10.5,1.0,3.0,1.4,2.0,1.16
0.0,0.0,0.38,-1.21,4.96,0.08,0.9961,6.2,0.47,11.0,3.0,3.0,1.4,2.0,1.74
0.0,0.0,0.42,0.57,5.8,0.07,0.9971,7.2,0.63,14.3,2.0,6.0,1.0,3.0,1.0
0.0,0.0,-0.86,-1.06,5.45,0.128,1.00119,11.5,0.5275825534169168,11.7,2.0,2.0,2.0,1.0,1.0
0.0,0.0,-0.73,1.68,5.83,-0.508,1.01307,10.2,0.66,12.8,3.0,6.0,2.8,2.0,1.08
0.0,0.0,0.26,0.42,5.37,0.08,0.96711,6.8,2.2,9.4,1.0,4.0,1.2,2.0,2.88
0.0,0.0,0.45,0.34,5.33,-0.834,0.9976,8.3,0.38,8.7,3.0,3.0,1.8,3.0,3.79
0.0,0.0,0.25,0.24,5.49,0.044,0.9972,3.2,1.85,9.5,3.0,1.0,2.2,3.0,1.04
0.0,0.0,0.85,0.39,5.0,0.034,0.99616,9.3,0.5275825534169168,10.2,2.0,3.0,1.0,2.0,5.07
0.0,0.0,-0.26,-0.91,5.31,0.078,1.04438,4.6,0.58,7.0,2.0,5.0,1.6,1.0,2.1
0.0,0.0,1.11,0.99,5.28,-0.351,1.00509,5.6,0.31,12.1,2.0,3.0,1.2,2.0,1.0
0.0,0.0,0.5,0.14,6.04,0.089,0.97483,5.9,1.6,9.6,2.0,8.0,1.4,2.0,5.26
0.0,0.0,0.45,-1.67,5.35,-0.798,1.02376,11.5,0.26,12.3,3.0,5.0,1.6,2.0,3.66
0.0,0.0,0.23,0.68,5.44,0.047,0.96685,6.4,2.12,9.2,3.0,3.0,1.0,2.0,6.33
0.0,0.0,0.28,0.54,5.72,0.333,0.9984,10.9,1.82,14.6,2.0,3.0,2.0,1.0,1.12
0.0,0.0,0.63,0.44,4.95,-0.814,0.96743,9.4,0.67,9.7,3.0,6.0,1.6,1.0,2.28
0.0,0.0,0.7,-0.83,5.6,0.069,1.03361,5.8,-1.26,10.0,1.0,5.0,1.8,1.0,1.68
0.0,0.0,1.65,-0.14,5.86,0.255,0.99276,10.6,0.5,14.5,4.0,1.0,2.6,1.0,1.0
0.0,0.0,1.715,-0.32,5.35,0.039,1.0881,7.7,-0.85,11.8,1.0,3.0,2.0,3.0,1.0
0.0,0.0,0.275,0.24,5.27,999.0,0.95527,0.0,0.81,12.979999999999999,2.0,1.0,2.0,1.0,2.32
0.0,0.0,0.79,0.27,5.3,0.454,0.99335,1.3,-1.03,11.72,2.0,3.0,1.8,2.0,4.4
0.0,0.0,0.34,-1.3,4.95,0.131,0.97143,9.5,0.77,10.0,2.0,3.0,2.0,1.0,2.15
0.0,0.0,-0.79,0.68,5.09,0.114,0.997,6.8,3.5,13.4,1.0,7.0,1.2,3.0,2.67
0.0,0.0,0.685,0.21,5.66,0.61,0.96134,7.4,-0.79,15.5,1.0,3.0,1.2,2.0,3.48
0.0,0.0,0.19,0.35,5.48,0.036,0.99315,3.9,0.5275825534169168,9.9,2.0,2.0,1.6,3.0,2.94
0.0,0.0,0.67,-1.31,5.33,0.05,0.95713,5.6,1.91,9.5,3.0,2.0,2.4,1.0,3.08
0.0,0.0,0.385,1.53,5.26,0.09,0.98732,7.6,0.82,9.6,3.0,4.0,1.6,3.0,1.0
0.0,0.0,-1.415,-0.72,5.35,0.08,1.0094,6.6,1.12,9.1,1.0,4.0,1.6,3.0,1.56
0.0,0.0,0.37,-0.36,5.18,0.053,0.9924,5.9,0.62,16.8,0.0,2.0,1.4,1.0,1.25
0.0,0.0,0.17,0.32,5.91,0.04,0.99182,10.1,-1.05,10.3,1.0,2.0,2.0,2.0,1.93
0.0,0.0,0.98,-0.39,5.62,0.371,0.94669,9.1,0.38,9.5,3.0,2.0,2.0,2.0,2.85
0.0,0.0,0.67,-0.32,5.22,-0.29,0.99848,3.2,0.24,9.9,2.0,3.0,1.0,2.0,1.31
0.0,0.0,1.7,-0.39,5.65,0.089,0.94552,7.0,2.08,13.5,2.0,3.0,1.0,3.0,2.54
0.0,0.0,0.25,1.56,5.22,0.211,0.94643,9.6,0.5275825534169168,13.48,3.0,3.0,2.6,2.0,1.3
0.0,0.0,-1.17,1.13,5.57,0.048,0.9944,5.1,1.39,10.3,3.0,4.0,1.0,2.0,1.57
0.0,0.0,2.96,-0.04,5.61,0.034,0.99223,9.5,0.59,10.0,3.0,2.0,2.4,1.0,1.65
0.0,0.0,1.58,0.01,4.91,-0.229,1.01443,7.3,-0.61,7.4,0.0,3.0,1.0,3.0,2.34
0.0,0.0,0.22,0.21,5.82,0.588,0.98675,4.1,0.55,17.4,2.0,3.0,1.8,1.0,1.55
0.0,0.0,0.685,3.26,5.04,0.067,0.9979,6.6,0.81,16.0,3.0,3.0,1.6,2.0,1.21
