Beneficio,Compra,Acidez,AcidoCitrico,pH,CloruroSodico,Densidad,Azucar,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
0,0,1.45,0.24,5.32,-0.331,0.99726,5.2,1.25,10.0,4,3,0,1,4.91
0,0,1.645,1.53,5.27,0.086,0.9946,4.6,1.36,5.9,4,4,1,2,1.12
0,0,1.28,0.58,5.13,0.563,0.99002,4.9,0.45,15.5,3,4,0,3,1.81
0,0,0.64,0.77,4.97,0.613,1.0328,9.8,1.63,10.3,2,2,0,1,2.74
0,0,0.38,0.38,5.0,-0.083,0.99914,7.7,0.65,7.9,2,6,1,2,2.22
0,0,1.48,-0.89,5.73,-0.872,0.9997,1.9,0.76,9.5,2,8,1,3,1.43
0,0,-0.28,0.24,5.19,-0.347,0.94749,6.5,0.6,13.7,2,2,0,1,3.44
0,0,-0.8,-0.14,4.95,0.08,0.95648,5.7,1.68,11.0,3,5,0,2,2.24
0,0,0.28,2.02,5.54,0.058,0.8971,3.5,0.58,11.4,4,5,0,1,1.53
0,0,0.33,-0.76,5.44,0.004,0.99528,6.1,2.41,8.4,4,4,0,2,1.6
0,0,-1.17,1.63,4.81,0.033,0.94426,7.4,0.04,11.9,3,2,1,2,6.35
0,0,-0.24,-0.19,5.73,0.077,0.96315,4.2,0.79,4.4,2,3,0,2,2.93
0,0,0.3,0.28,5.06,0.042,0.95523,11.2,0.65,11.4,3,3,1,2,2.01
0,0,0.84,1.93,6.04,-0.201,0.9971,8.0,0.58,9.3,2,3,2,3,2.84
0,0,-1.06,0.23,5.48,0.045,0.99731,6.4,0.99,10.5,4,3,0,3,1.4
0,0,-0.6,1.32,5.29,0.097,1.03043,8.9,0.38,9.1,2,2,0,2,1.99
0,0,-0.86,0.25,5.63,0.045,1.04206,7.8,0.43,15.0,3,2,1,2,1.04
0,0,-0.55,0.49,5.36,0.03,0.9902,4.9,0.49,5.9,3,2,0,1,1.0
0,0,-0.39,-0.46,4.93,0.432,1.01486,6.0,1.24,9.4,4,4,0,3,1.84
0,0,0.26,0.3,5.25,0.059,0.95578,2.6,1.38,10.8,3,3,0,1,1.0
0,0,-2.17,0.77,5.16,0.242,0.99615,6.6,0.58,16.1,3,3,0,2,1.05
0,0,0.24,0.62,5.03,0.464,0.95421,10.0,0.16,11.0,3,3,0,2,3.96
0,0,-0.4,1.58,5.47,0.074,0.95325,9.6,0.85,12.0,4,7,0,1,4.82
0,0,-1.03,0.15,5.66,-0.381,0.99786,8.4,0.58,8.8,3,3,1,2,2.81
0,0,0.28,-0.71,5.5,0.163,0.94515,1.7,0.25,10.5,3,5,1,1,1.47
0,0,0.55,-0.67,5.6,0.106,0.9959,4.8,0.63,9.2,2,3,0,3,3.56
0,0,0.2,0.74,5.38,999.0,0.9939,8.3,3.43,9.2,4,3,2,3,3.54
0,0,0.31,0.23,5.43,0.052,0.95287,4.5,0.48,8.4,3,2,1,3,4.24
0,0,-0.09,-0.49,5.55,0.084,1.00213,8.8,0.54,14.7,3,5,0,3,1.29
0,0,0.73,-1.11,4.96,0.669,0.9942,8.6,0.41,9.1,3,2,0,1,2.43
0,0,0.27,1.42,5.05,0.289,0.90479,6.8,0.4,9.5,3,3,1,1,1.0
0,0,-0.96,1.21,5.14,0.614,0.99224,2.8,1.44,17.8,4,2,0,2,2.76
0,0,-0.15,-1.52,5.34,0.542,1.02928,2.7,0.53,15.7,5,5,0,3,4.06
0,0,1.33,2.83,5.43,0.081,0.99745,4.1,0.03,7.9,3,3,0,2,1.15
0,0,0.42,0.26,5.73,0.088,1.08975,4.7,0.55,9.2,1,3,0,3,3.01
0,0,-1.03,0.29,5.41,0.573,1.03113,10.5,0.64,11.0,3,3,0,2,2.09
0,0,-0.99,0.33,5.24,0.041,0.99048,7.8,0.5,11.4,4,3,0,2,2.86
0,0,1.07,-0.77,5.5,0.047,0.995,6.5,2.24,6.6,3,1,0,2,2.44
0,0,0.37,-1.97,5.81,-0.201,0.94038,5.4,1.98,11.6,1,2,0,1,4.31
0,0,0.49,0.2,5.07,-0.429,0.9968,6.7,2.41,10.5,2,3,0,2,1.16
0,0,0.38,-1.21,4.96,0.08,0.9961,6.2,0.47,11.0,4,3,0,2,1.74
0,0,0.42,0.57,5.8,0.07,0.9971,7.2,0.63,14.3,3,6,1,3,1.0
0,0,-0.73,1.68,5.83,-0.508,1.01307,10.2,0.66,12.8,4,6,0,2,1.08
0,0,0.26,0.42,5.37,0.08,0.96711,6.8,2.2,9.4,2,4,0,2,2.88
0,0,0.45,0.34,5.33,-0.834,0.9976,8.3,0.38,8.7,4,3,0,3,3.79
0,0,0.25,0.24,5.49,0.044,0.9972,3.2,1.85,9.5,4,1,0,3,1.04
0,0,-0.26,-0.91,5.31,0.078,1.04438,4.6,0.58,7.0,3,5,0,1,2.1
0,0,1.11,0.99,5.28,-0.351,1.00509,5.6,0.31,12.1,3,3,0,2,1.0
0,0,0.5,0.14,6.04,0.089,0.97483,5.9,1.6,9.6,3,8,0,2,5.26
0,0,0.45,-1.67,5.35,-0.798,1.02376,11.5,0.26,12.3,4,5,0,2,3.66
0,0,0.23,0.68,5.44,0.047,0.96685,6.4,2.12,9.2,4,3,1,2,6.33
0,0,0.28,0.54,5.72,0.333,0.9984,10.9,1.82,14.6,3,3,0,1,1.12
0,0,0.63,0.44,4.95,-0.814,0.96743,9.4,0.67,9.7,4,6,0,1,2.28
0,0,1.65,-0.14,5.86,0.255,0.99276,10.6,0.5,14.5,5,1,0,1,1.0
0,0,0.34,-1.3,4.95,0.131,0.97143,9.5,0.77,10.0,3,3,0,1,2.15
0,0,-0.79,0.68,5.09,0.114,0.997,6.8,3.5,13.4,2,7,0,3,2.67
0,0,0.67,-1.31,5.33,0.05,0.95713,5.6,1.91,9.5,4,2,0,1,3.08
0,0,0.385,1.53,5.26,0.09,0.98732,7.6,0.82,9.6,4,4,0,3,1.0
0,0,-1.415,-0.72,5.35,0.08,1.0094,6.6,1.12,9.1,2,4,0,3,1.56
0,0,0.37,-0.36,5.18,0.053,0.9924,5.9,0.62,16.8,1,2,0,1,1.25
0,0,0.98,-0.39,5.62,0.371,0.94669,9.1,0.38,9.5,4,2,2,2,2.85
0,0,0.67,-0.32,5.22,-0.29,0.99848,3.2,0.24,9.9,3,3,1,2,1.31
0,0,1.7,-0.39,5.65,0.089,0.94552,7.0,2.08,13.5,3,3,1,3,2.54
0,0,-1.17,1.13,5.57,0.048,0.9944,5.1,1.39,10.3,4,4,1,2,1.57
0,0,2.96,-0.04,5.61,0.034,0.99223,9.5,0.59,10.0,4,2,0,1,1.65
0,0,0.22,0.21,5.82,0.588,0.98675,4.1,0.55,17.4,3,3,0,1,1.55
0,0,0.685,3.26,5.04,0.067,0.9979,6.6,0.81,16.0,4,3,0,2,1.21
0,0,-0.32,-0.75,5.37,0.131,0.94422,2.9,0.49,9.5,4,2,0,1,1.89
0,0,2.83,0.32,5.71,0.028,0.99278,5.9,0.39,10.4,3,3,0,1,1.36
0,0,0.66,1.81,5.64,0.248,0.99662,3.7,0.53,9.0,3,4,0,3,3.09
0,0,0.05,0.95,5.5,999.0,0.9984,6.3,1.49,8.8,2,3,0,2,1.67
0,0,0.56,0.15,4.82,0.287,0.99294,7.9,1.4,10.5,2,2,0,3,1.58
0,0,1.36,0.74,5.64,999.0,0.98273,9.7,1.68,10.5,4,7,0,2,2.15
0,0,0.36,0.94,5.78,0.056,0.96535,6.0,1.97,9.5,5,3,1,2,2.87
0,0,1.025,0.43,5.37,0.405,0.95691,10.2,0.09,11.1,2,7,0,2,1.68
0,0,0.23,0.35,4.95,-0.462,0.9912,7.5,0.48,10.8,2,3,0,1,3.92
0,0,0.15,0.0,5.78,0.348,1.01157,7.6,1.36,16.8,3,1,0,2,1.34
0,0,0.64,-0.32,5.01,0.202,0.9962,11.3,0.63,11.6,4,3,0,3,1.85
0,0,-0.07,0.35,5.42,0.134,1.00115,9.5,0.44,10.2,2,2,0,2,1.85
0,0,0.26,0.26,5.58,-0.23,1.01349,1.4,0.84,7.4,3,2,1,3,2.47
0,0,-0.54,1.44,5.2,0.237,1.02171,3.0,0.97,16.6,5,7,0,2,1.24
0,0,0.27,0.51,5.25,0.146,0.99224,3.2,0.51,10.1,2,2,0,3,1.3
0,0,1.38,0.02,5.12,0.078,0.996,9.0,0.63,9.3,3,2,0,3,2.45
0,0,0.34,1.96,5.63,-0.462,0.98614,4.3,1.72,14.7,3,5,0,2,1.13
0,0,0.61,1.09,5.66,1.15,0.97588,4.5,0.51,8.5,2,5,0,1,1.26
0,0,1.87,0.22,5.59,0.21,0.98001,5.0,0.76,9.5,3,9,0,1,1.42
0,0,0.34,0.58,5.57,0.011,0.997,1.6,0.7,5.3,5,6,0,3,1.92
0,0,0.31,0.34,5.64,0.082,0.99356,7.2,1.42,10.7,3,3,0,1,1.84
0,0,0.45,-0.59,4.83,999.0,1.04953,4.9,0.56,15.2,4,3,0,2,6.29
0,0,0.24,0.65,5.4,-0.511,0.992,7.4,0.42,11.2,3,3,0,3,1.6
0,0,0.56,-0.64,5.28,0.089,0.9979,10.3,1.76,10.7,2,5,0,1,2.08
0,0,0.52,1.17,5.01,0.085,1.0186,1.9,1.68,9.5,3,3,0,3,1.78
0,0,0.31,0.53,5.97,0.06,0.99572,11.3,0.25,11.5,4,7,0,2,1.0
0,0,-0.18,-0.39,5.64,-0.381,0.9972,7.3,0.68,11.3,3,7,0,3,1.01
0,0,0.83,0.35,5.32,-0.11,0.99822,5.3,1.14,10.4,2,4,0,1,1.52
0,0,0.68,-0.51,5.24,-0.372,1.00242,8.8,1.69,8.9,3,6,1,2,1.23
0,0,0.15,1.87,5.43,-0.246,0.99407,6.1,0.46,9.4,3,4,0,1,1.99
0,0,1.5,0.14,5.12,0.038,1.00444,11.1,1.2,11.9,3,2,1,3,6.0
0,0,1.31,0.19,5.59,0.561,0.99547,8.0,0.64,9.9,5,3,0,1,1.0
0,0,0.56,0.53,5.47,0.074,0.98857,4.7,1.13,6.2,3,5,0,3,1.0
0,0,1.44,0.1,5.46,-0.034,0.9984,6.4,0.69,11.7,3,4,0,1,3.06
0,0,0.21,0.68,4.84,-0.172,0.9978,4.6,0.36,8.7,3,3,1,3,5.06
0,0,-0.19,-0.71,4.85,0.038,0.98528,9.6,1.11,10.4,3,5,0,1,5.44
0,0,0.18,0.83,5.06,0.028,0.96466,7.4,0.36,8.2,3,4,0,2,2.69
0,0,0.36,0.45,6.09,0.06,0.999,4.8,0.56,8.4,2,2,0,2,3.39
0,0,-0.05,1.23,5.64,0.27,0.99975,14.0,0.15,14.9,3,4,0,2,4.7
0,0,0.51,0.37,5.38,0.036,0.98853,0.0,0.49,12.7,3,1,1,1,2.89
0,0,-0.11,0.19,5.63,0.071,0.99476,6.2,0.56,10.9,3,3,2,2,6.93
0,0,-0.25,1.64,5.74,0.049,1.04241,7.5,0.52,16.9,3,3,0,2,2.3
0,0,0.25,-1.22,5.36,0.536,0.9703,2.3,0.51,9.5,3,3,0,1,1.94
0,0,-2.61,1.77,5.29,999.0,1.0012,5.0,0.51,10.2,4,4,0,2,1.6
0,0,-0.69,0.37,5.19,0.981,0.99256,8.1,0.54,10.4,3,3,0,1,2.31
0,0,1.47,1.17,5.42,0.237,0.99211,7.9,0.45,13.7,3,2,0,3,2.98
0,0,0.665,0.0,5.37,0.09,1.00739,4.2,1.37,15.6,3,3,1,1,1.33
0,0,2.01,0.91,4.95,0.645,1.0395,8.6,0.72,10.2,3,2,0,3,4.84
0,0,0.495,0.05,5.23,-0.512,1.0079,2.2,0.48,17.3,5,4,1,3,1.05
0,0,1.8,0.45,4.97,0.374,0.9952,4.9,3.44,9.6,4,2,1,3,1.48
0,0,2.81,-2.14,4.99,0.082,0.94824,8.4,1.14,8.6,3,3,0,1,2.6
0,0,0.94,-0.23,5.16,-0.178,1.00289,8.6,0.68,9.3,3,7,0,1,1.27
0,0,0.48,0.23,5.08,0.091,0.99922,5.5,0.51,14.5,1,5,1,2,3.37
0,0,0.26,-0.08,5.61,0.049,1.07817,4.4,0.44,4.7,2,3,0,3,4.26
0,0,2.86,0.49,4.99,-0.126,0.98266,12.4,2.32,12.9,3,5,1,3,3.49
0,0,0.465,-0.72,5.4,0.085,0.89956,3.9,0.8,10.0,2,9,0,2,2.16
0,0,-1.04,0.57,5.62,0.155,0.9981,8.9,0.7,9.9,4,7,0,2,6.58
0,0,-0.66,0.18,5.41,0.137,0.99174,5.9,0.71,13.0,2,1,0,2,2.14
0,0,-0.64,0.44,4.92,0.139,0.96623,6.0,0.55,9.5,4,5,0,2,1.99
0,0,-0.8,0.31,5.12,0.018,0.98936,8.0,0.34,12.9,2,3,1,2,1.41
0,0,-0.63,0.47,5.82,-0.048,1.00009,7.2,0.56,11.6,3,4,0,2,1.85
0,0,1.09,-1.28,5.11,-0.033,1.0002,1.3,0.65,9.3,3,4,0,2,1.68
0,0,2.81,0.8,4.87,0.053,1.0039,8.6,0.39,11.5,5,1,0,2,3.41
0,0,0.08,-0.4,5.1,-0.01,0.9944,7.2,1.79,8.9,3,3,0,2,2.76
0,1,-1.03,0.2,5.93,0.06,0.95741,7.3,0.45,13.5,2,2,0,3,1.41
0,1,1.53,0.26,5.05,0.631,0.99342,3.8,1.46,17.0,1,3,1,2,2.67
0,1,0.28,0.3,4.99,1.148,0.99022,4.9,0.33,12.1,1,3,0,2,1.0
0,1,0.91,0.08,5.42,0.067,0.99648,11.5,0.53,12.0,2,3,1,2,1.7
0,1,-0.41,0.25,5.91,-0.378,0.9916,13.3,0.43,14.0,3,2,1,1,2.78
0,1,0.19,-0.16,5.79,0.398,0.9914,9.1,0.72,11.7,1,2,0,1,3.25
0,1,0.57,0.1,5.67,0.094,0.9972,1.0,3.75,9.2,2,3,1,3,2.2
0,1,1.58,-0.38,5.27,-0.528,1.02555,6.3,2.15,11.0,2,4,0,2,7.1
0,1,0.33,0.2,6.19,-0.009,0.9976,6.6,0.46,8.9,1,1,1,3,1.36
0,1,0.36,0.46,6.15,0.425,0.9697,7.9,0.01,10.1,2,6,0,3,3.32
0,1,0.57,0.02,5.74,0.115,0.99654,7.9,0.69,9.5,1,2,0,2,3.36
0,1,-0.8,-0.14,6.2,999.0,1.02701,8.4,0.78,9.0,2,2,2,2,1.4
0,1,3.68,0.16,5.43,0.482,1.03588,4.5,0.47,12.4,2,2,2,2,4.85
0,1,1.315,0.0,5.56,0.257,0.98514,9.1,0.54,10.7,3,4,0,2,1.88
0,1,-0.13,0.44,5.77,0.05,1.04814,5.1,2.29,8.6,2,2,1,1,3.88
0,1,1.04,1.2,5.13,0.434,0.9944,5.6,1.81,10.2,2,4,2,2,2.86
0,1,-0.52,0.42,5.4,0.062,0.94587,11.4,2.01,11.7,2,3,0,3,3.03
0,1,1.13,-0.94,5.49,0.673,0.9984,10.5,1.64,11.0,2,4,2,1,2.66
0,1,-0.52,0.07,6.44,-0.029,0.97385,10.3,0.52,10.8,2,2,2,2,2.17
0,1,0.44,1.23,5.3,-0.026,0.99884,9.9,0.45,10.4,2,2,1,1,3.27
0,1,0.88,-1.01,5.68,0.61,1.07576,9.6,0.62,10.6,2,3,1,2,5.44
0,1,1.91,-0.42,5.45,-0.91,1.03849,9.8,0.46,10.7,2,2,1,3,4.41
0,1,-1.11,1.75,5.77,0.061,1.03803,8.6,0.28,9.4,2,4,1,3,2.12
0,1,0.2,0.41,5.92,0.05,0.99643,4.5,2.25,12.4,2,3,1,1,1.18
0,1,-1.12,0.47,5.88,-0.097,0.99184,3.3,1.26,10.7,2,3,1,3,1.0
0,1,0.35,0.53,5.61,0.053,0.92584,13.0,0.4,13.2,2,3,0,3,2.46
0,1,1.38,0.15,6.05,0.845,0.95734,5.8,0.3,9.1,2,1,0,1,1.21
0,1,0.35,1.08,5.15,0.536,0.99441,7.7,2.71,13.9,3,2,0,2,1.0
0,1,-0.55,1.37,5.45,0.038,0.9955,11.4,0.42,11.9,2,2,1,2,3.1
0,1,0.315,0.38,5.26,0.033,0.96431,3.8,4.11,14.1,1,1,1,1,1.0
0,1,-2.34,-0.5,5.58,-1.057,0.98018,4.6,0.47,9.8,3,4,2,2,2.25
0,1,0.38,-1.0,5.37,0.119,1.01513,8.8,0.41,12.6,1,3,1,3,3.59
0,1,0.29,-1.65,5.22,0.634,1.01074,3.4,0.5,9.2,2,2,2,1,2.46
0,1,0.48,-0.24,5.89,0.291,0.96095,12.6,0.45,12.7,2,3,0,3,2.71
0,1,0.28,1.77,5.05,0.08,0.9608,1.8,0.42,12.2,2,3,0,2,2.56
0,1,0.27,0.49,6.11,0.05,0.97112,7.6,0.44,9.8,1,2,1,1,1.66
0,1,1.38,1.14,5.92,-0.265,1.02196,3.5,0.68,12.1,1,2,1,2,1.48
0,1,0.21,-0.71,5.43,0.28,0.96783,10.7,0.56,11.6,1,3,2,2,1.11
0,1,0.32,-1.4,5.64,0.114,1.07567,8.4,0.35,16.9,2,1,0,2,1.02
0,1,0.24,-1.06,5.45,0.047,1.04665,12.9,0.68,13.5,2,2,2,1,1.13
0,1,0.345,1.22,5.6,999.0,0.95564,10.9,0.38,11.7,2,3,2,2,2.22
0,1,0.21,0.39,5.52,-0.165,0.99176,9.1,0.52,9.2,2,4,1,3,1.17
0,1,0.27,1.47,5.52,-0.434,0.9934,7.5,1.16,15.8,2,3,0,3,5.36
0,1,1.59,0.78,5.64,0.043,0.99236,6.3,1.39,10.5,2,3,1,2,1.0
0,1,0.2,0.38,5.18,-0.348,1.0004,9.2,1.82,9.6,1,4,0,1,5.39
0,1,0.33,-0.78,5.44,-0.26,0.9943,5.6,1.39,7.4,2,2,1,2,2.47
0,1,0.32,0.48,5.32,0.048,0.98975,10.8,1.63,11.3,2,2,0,1,1.47
0,1,-0.71,0.32,5.51,-1.103,0.998,7.2,1.11,16.1,1,3,1,3,1.0
0,1,0.25,-0.33,6.5,0.051,0.9906,11.0,0.68,11.1,1,2,1,1,2.6
0,1,0.38,0.46,5.35,-0.407,0.99362,12.9,1.88,13.7,2,1,1,1,4.55
0,1,-1.1,0.29,5.62,1.151,0.99243,7.6,0.45,10.6,1,3,2,1,2.85
0,1,1.35,0.25,5.27,0.048,0.94608,9.8,0.37,10.8,2,2,1,3,1.69
0,1,-0.27,0.52,5.61,-0.13,0.9969,7.3,2.3,7.6,2,5,2,3,1.39
0,1,-0.53,0.09,5.91,0.043,0.99128,8.8,0.38,9.9,2,3,2,2,1.86
0,1,0.32,-1.28,5.78,999.0,0.9928,5.0,0.56,12.0,1,4,0,2,3.69
0,1,0.15,0.54,5.91,0.198,0.94975,11.1,0.96,11.9,2,3,0,2,1.34
